Point_ID,Revisited_point,Coarse,Clay,Sand,Silt,pH(CaCl2),pH(H2O),EC,OC,CaCO3,P,N,K,Elevation,LC1,LU1,Soil_Stones,NUTS_0,NUTS_1,NUTS_2,NUTS_3,LC1_Desc,LU1_Desc
34702166,Yes,,,,,7.4,7.98,31.7,15,307,119.3,1.7,461.9,491,B16,U111,1,ES,ES2,ES24,ES241,Maize,Agriculture (excluding fallow land and kitchen gardens)
34682160,Yes,,,,,7.5,8.11,16.92,12.9,82,41.6,1.7,355.3,466,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
34682152,Yes,,,,,7.5,8.03,21.6,15.2,202,21.7,1.4,181.2,366,B41,U111,1,ES,ES2,ES24,ES241,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
34762142,Yes,,,,,7.4,8.04,16.71,17,219,18.1,1.2,101.4,299,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
34662148,Yes,,,,,7.5,8.03,24.2,15.6,175,17.9,1.5,191.8,334,B16,U111,1,ES,ES2,ES24,ES241,Maize,Agriculture (excluding fallow land and kitchen gardens)
34982150,Yes,,,,,7.4,7.95,24.5,14.7,126,12.3,1.5,106.3,328,B16,U111,1,ES,ES2,ES24,ES241,Maize,Agriculture (excluding fallow land and kitchen gardens)
34822164,Yes,,,,,7.5,8.19,14.98,12.9,186,9.9,1.2,107.6,474,B11,U111,1,ES,ES2,ES24,ES241,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
34642142,Yes,,,,,7.5,7.98,29.1,22,110,45.7,2.3,451.2,320,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
34762168,Yes,,,,,7.3,7.91,15.9,14.4,181,25.9,1.6,188.9,494,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
34782170,Yes,,,,,7.4,8.04,13.77,9.1,274,11.5,1.1,58.3,510,B12,U111,1,ES,ES2,ES24,ES241,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
34742170,Yes,,,,,7.4,8.06,15.27,10.3,262,14.8,1,116.6,524,B41,U111,1,ES,ES2,ES24,ES241,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
34762150,Yes,,,,,7.6,8.18,19.56,5.6,307,25.6,1.2,64.5,388,B52,U111,1,ES,ES2,ES24,ES241,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
34782146,Yes,,,,,7.7,8.31,26,9.9,187,0,1.4,71.5,353,B52,U111,1,ES,ES2,ES24,ES241,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
30342138,Yes,,,,,6,6.32,5.63,2.2,0,38.3,0.3,126.3,833,B31,U111,1,ES,ES4,ES41,ES419,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
34802162,Yes,,,,,7.5,8.14,15.27,8,285,11.5,1.1,136.5,432,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
33081708,Yes,,,,,7.8,7.84,393,23.3,311,59.2,1.8,474.3,203,F40,U112,1,ES,ES6,ES62,ES620,OTHER BARE SOIL,Fallow land
32321640,Yes,,,,,7.5,7.59,190.2,12.2,71,0,0.8,103.7,521,D20,U420,1,ES,ES6,ES61,ES611,Shrubland without tree cover,Semi-natural and natural areas not in use
33441708,Yes,,,,,7.4,7.86,90.1,12.4,489,74.4,1.4,555.5,148,F40,U112,1,ES,ES6,ES62,ES620,OTHER BARE SOIL,Fallow land
32721676,Yes,,,,,7.9,7.97,316,10.6,284,26.3,1.3,375.6,278,B77,U111,2,ES,ES6,ES61,ES611,Other citrus fruit,Agriculture (excluding fallow land and kitchen gardens)
32621684,Yes,,,,,7.6,8.2,14.41,9.5,27,0,0.8,97.1,627,B74,U111,3,ES,ES6,ES61,ES611,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
33301706,Yes,,,,,7.7,8,46.5,12.7,341,7.7,0.9,387,224,E20,U410,2,ES,ES6,ES62,ES620,Grassland without tree/shrub cover,Abandoned areas
32901694,Yes,,,,,7.7,8.1,44.5,11.9,276,40.5,1.2,379.5,287,E30,U420,1,ES,ES6,ES62,ES620,Spontaneously re-vegetated surfaces,Semi-natural and natural areas not in use
34922156,Yes,,,,,7.4,7.9,18.02,17.3,192,12.9,2.1,128.5,375,B52,U111,1,ES,ES2,ES24,ES241,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
33141710,Yes,,,,,7.8,7.99,137.7,12.4,445,49.5,1.6,691,174,B13,U111,1,ES,ES6,ES62,ES620,Barley,Agriculture (excluding fallow land and kitchen gardens)
34782138,Yes,,,,,7.4,8.19,30.2,13.6,246,7,1.7,24.8,291,B53,U111,3,ES,ES2,ES24,ES241,Other Leguminous  and mixtures for fodder,Agriculture (excluding fallow land and kitchen gardens)
34582172,Yes,,,,,7.6,7.94,137.6,8,291,33.7,1.4,176.7,392,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
34942160,Yes,,,,,7.6,8.19,18,16.1,292,20.5,1.4,188.7,436,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
34602156,Yes,,,,,7.4,8.17,24.4,11.1,219,31.9,1.3,303.7,349,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
34602152,Yes,,,,,7.4,8.01,23.8,16.7,275,18.8,1.8,178.4,311,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
34522152,Yes,,,,,7.6,7.71,161.1,24.6,249,27.5,2.4,188.5,365,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
34482148,Yes,,,,,7.8,7.92,375,17.5,250,0,1.2,112.2,438,F40,U112,1,ES,ES2,ES24,ES241,OTHER BARE SOIL,Fallow land
33181700,Yes,,,,,7.7,8.18,21,9.3,399,0,1,304.1,192,F40,U112,2,ES,ES6,ES62,ES620,OTHER BARE SOIL,Fallow land
28361748,Yes,,,,,5.5,5.92,6.78,7,0,15.5,0.7,114,23,B41,U111,1,ES,ES6,ES61,ES615,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
32761912,Yes,,,,,7.6,8.03,19.46,32.5,366,24.6,1.7,182.7,898,B13,U111,3,ES,ES4,ES42,ES423,Barley,Agriculture (excluding fallow land and kitchen gardens)
32701912,Yes,,,,,7.6,8.14,15.6,12.7,557,30.5,1.1,370.9,851,B13,U111,2,ES,ES4,ES42,ES423,Barley,Agriculture (excluding fallow land and kitchen gardens)
32921902,Yes,,,,,7.7,8.09,15.23,12.6,179,25.1,0.9,368.1,806,B12,U111,2,ES,ES4,ES42,ES423,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
33221886,Yes,,,,,7.8,8.33,15.98,2.7,413,12.8,0.3,182.3,731,B75,U111,1,ES,ES4,ES42,ES421,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens)
32981912,Yes,,,,,7.4,7.94,11.67,8.3,17,24.1,0.9,284.9,862,B13,U111,1,ES,ES4,ES42,ES423,Barley,Agriculture (excluding fallow land and kitchen gardens)
30222150,Yes,,,,,7.6,8.33,12.7,4.7,324,9.5,0.7,75.2,869,B11,U111,1,ES,ES4,ES41,ES419,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
27921800,Yes,,,,,5.1,5.63,11.84,16.5,0,23.8,1.7,125,200,C10,U120,3,ES,ES6,ES61,ES615,Broadleaved woodland,FORESTRY
32861892,Yes,,,,,7.5,8.04,14.77,12.4,56,7.9,1.1,319.4,770,B81,U111,4,ES,ES4,ES42,ES423,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
28501736,Yes,,,,,6.5,6.93,11.26,4.8,0,7.8,0.5,76.1,75,B75,U111,1,ES,ES6,ES61,ES615,Other fruit trees and berries,Agriculture (excluding fallow land and kitchen gardens)
29381732,Yes,,,,,7.5,7.96,17.29,12.8,150,10.2,1,582.7,57,B31,U111,1,ES,ES6,ES61,ES618,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
28321740,Yes,,,,,4.2,4.94,4.07,3.1,0,0,0.3,49,81,E10,U420,2,ES,ES6,ES61,ES615,Grassland with sparse tree/shrub cover,Semi-natural and natural areas not in use
28581744,Yes,,,,,7.3,8.02,16.71,9.6,187,31.5,0.6,201.1,127,B82,U111,1,ES,ES6,ES61,ES615,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
28241746,Yes,,,,,7.5,7.91,14.6,11.5,132,9.9,1.1,475.9,22,B12,U111,1,ES,ES6,ES61,ES615,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
27981792,Yes,,,,,5.7,6.53,5.28,7.9,0,5.4,1.3,56,141,D10,U120,4,ES,ES6,ES61,ES615,Shrubland with sparse tree cover,FORESTRY
33161904,Yes,,,,,7.7,8.18,14.98,9,366,6.3,0.5,215.2,832,B74,U111,1,ES,ES4,ES42,ES423,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
32501904,Yes,,,,,7.7,8.15,16.92,10.7,173,25,0.9,263.5,748,F40,U112,2,ES,ES4,ES42,ES423,OTHER BARE SOIL,Fallow land
32581918,Yes,,,,,7.6,7.86,31.6,21,281,18,1.2,347.6,848,B13,U111,2,ES,ES4,ES42,ES423,Barley,Agriculture (excluding fallow land and kitchen gardens)
32621922,Yes,,,,,7.5,7.88,13.44,8.8,47,22.9,1,684.8,816,B31,U111,1,ES,ES4,ES42,ES423,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
32561908,Yes,,,,,7.5,7.89,27.1,14.2,419,30.3,1.6,362.5,767,B41,U111,3,ES,ES4,ES42,ES423,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
32421926,Yes,,,,,7.5,7.55,241,13.4,207,9.9,1.5,183.4,790,B13,U111,1,ES,ES4,ES42,ES423,Barley,Agriculture (excluding fallow land and kitchen gardens)
32281920,Yes,,,,,7.4,7.49,221,14.6,287,39.3,1.7,610.8,735,F40,U112,2,ES,ES4,ES42,ES423,OTHER BARE SOIL,Fallow land
32241920,Yes,,,,,7.8,8.38,15.71,4.6,373,20.9,0.4,184.7,720,F40,U112,1,ES,ES4,ES42,ES423,OTHER BARE SOIL,Fallow land
32701894,Yes,,,,,7.3,7.6,18.08,6.8,1,48.7,0.8,358.5,749,B82,U111,3,ES,ES4,ES42,ES423,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
32361928,Yes,,,,,7.8,8.22,17.67,11.3,514,10.3,1,218.4,864,B82,U111,2,ES,ES4,ES42,ES423,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
32741898,Yes,,,,,6.9,7.33,7.18,3.5,0,4.6,0.4,74.8,755,F40,U112,4,ES,ES4,ES42,ES423,OTHER BARE SOIL,Fallow land
32901888,Yes,,,,,7.7,8.23,15.46,8.6,144,34.1,0.7,456.6,748,B82,U111,1,ES,ES4,ES42,ES423,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
32821888,Yes,,,,,7.5,7.89,13.3,9.9,14,9.6,1.1,326.7,766,B12,U111,1,ES,ES4,ES42,ES421,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
32441900,Yes,,,,,7.7,8.16,12.83,1.4,73,13.3,0.3,255,706,B82,U111,2,ES,ES4,ES42,ES423,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
32861886,Yes,,,,,6.8,7.05,15.07,6.1,0,37.5,0.7,185.2,751,B82,U111,3,ES,ES4,ES42,ES423,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
28441774,Yes,,,,,5.4,5.94,6.77,29.6,0,0,3,75.2,255,D20,U111,1,ES,ES6,ES61,ES615,Shrubland without tree cover,Agriculture (excluding fallow land and kitchen gardens)
32461916,Yes,,,,,7.6,8.03,18,19.3,336,36.5,2.1,236.1,842,B13,U111,2,ES,ES4,ES42,ES423,Barley,Agriculture (excluding fallow land and kitchen gardens)
30881968,Yes,,,,,7.4,7.73,9.1,7.3,1,17.6,0.9,90.3,609,B13,U111,1,ES,ES4,ES42,ES425,Barley,Agriculture (excluding fallow land and kitchen gardens)
28421754,Yes,,,,,7.2,7.82,16.2,16.6,45,9.9,1,234.6,76,B12,U111,2,ES,ES6,ES61,ES615,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
31081962,Yes,,,,,7.4,7.67,20.2,9.6,14,19.4,1.5,108.8,731,B13,U111,1,ES,ES4,ES42,ES425,Barley,Agriculture (excluding fallow land and kitchen gardens)
31321922,Yes,,,,,7.4,7.72,8.58,8.9,0,16.3,1,151.4,779,B54,U111,1,ES,ES4,ES42,ES425,Mix of cereals,Agriculture (excluding fallow land and kitchen gardens)
31141966,Yes,,,,,7.6,8.12,9.07,5.7,3,35.8,0.8,381.5,657,B81,U111,1,ES,ES4,ES42,ES425,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
31461924,Yes,,,,,6.4,6.66,7.15,8.2,0,7.6,0.9,136.3,743,B81,U111,4,ES,ES4,ES42,ES425,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
31361918,Yes,,,,,7.6,8.04,16.62,8.9,83,10.7,1,195.6,803,F40,U112,2,ES,ES4,ES42,ES425,OTHER BARE SOIL,Fallow land
31001954,Yes,,,,,7,7.4,9.74,10.2,1,114.2,1.2,354.8,780,B14,U111,1,ES,ES4,ES42,ES425,Rye,Agriculture (excluding fallow land and kitchen gardens)
31521898,Yes,,,,,7.8,8.29,16.78,9.6,71,27.5,0.9,615.5,633,B82,U111,4,ES,ES4,ES42,ES422,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
31201952,Yes,,,,,5.4,5.95,7.92,8.7,0,12.7,1.1,122.3,788,B74,U111,1,ES,ES4,ES42,ES425,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
31321886,Yes,,,,,7.4,7.85,30.2,14.7,149,145.2,2,683.1,614,B82,U111,3,ES,ES4,ES42,ES422,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
31321900,Yes,,,,,6.9,7.04,12.76,13.5,1,15.7,1.4,132.6,673,B15,U111,3,ES,ES4,ES42,ES422,Oats,Agriculture (excluding fallow land and kitchen gardens)
31361882,Yes,,,,,7.8,8.24,18.6,7.6,276,17.4,1.1,340.6,626,B82,U111,4,ES,ES4,ES42,ES422,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
31261890,Yes,,,,,7.5,8.1,17.86,17,165,10.3,1.5,361.8,617,B81,U111,3,ES,ES4,ES42,ES422,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
30881910,Yes,,,,,5.2,5.85,4.74,8.3,0,6.2,0.9,40.1,593,B15,U111,1,ES,ES4,ES42,ES422,Oats,Agriculture (excluding fallow land and kitchen gardens)
30541930,Yes,,,,,5,5.64,5.05,11.4,0,4.6,1,27.8,609,F40,U112,1,ES,ES4,ES43,ES431,OTHER BARE SOIL,Fallow land
30901972,Yes,,,,,7.7,8.05,11.78,3.5,56,6.3,0.6,214.6,519,F40,U112,1,ES,ES4,ES42,ES425,OTHER BARE SOIL,Fallow land
30661974,Yes,,,,,7.6,8,21.9,11.3,140,18.3,1,315.4,593,B13,U111,1,ES,ES4,ES42,ES425,Barley,Agriculture (excluding fallow land and kitchen gardens)
33141880,Yes,,,,,7.8,8.3,18.47,6.3,487,6,0.3,282.9,711,B82,U111,1,ES,ES4,ES42,ES421,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
31301956,Yes,,,,,7.2,7.92,11.44,6.7,4,12.7,0.9,116.6,702,F40,U112,1,ES,ES4,ES42,ES425,OTHER BARE SOIL,Fallow land
30561964,Yes,,,,,5.8,6.33,5.84,12.1,0,16.2,1.1,116.6,755,B81,U111,3,ES,ES4,ES42,ES425,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
31341952,Yes,,,,,6.5,6.76,10.2,3.4,0,24,0.4,97.7,772,B81,U111,1,ES,ES4,ES42,ES425,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
31321954,Yes,,,,,7.4,7.97,12.11,3.4,3,13.8,0.4,75.1,745,B13,U111,1,ES,ES4,ES42,ES425,Barley,Agriculture (excluding fallow land and kitchen gardens)
31561934,Yes,,,,,7.7,8.2,17.62,11.7,190,23.7,0.8,544.2,698,B82,U111,1,ES,ES4,ES42,ES425,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
31101964,Yes,,,,,6.6,6.96,5.37,1.8,0,9.4,0.2,60.2,709,B13,U111,1,ES,ES4,ES42,ES425,Barley,Agriculture (excluding fallow land and kitchen gardens)
31421950,Yes,,,,,7.8,8.23,14.22,10.4,140,17.9,0.9,252.9,745,B82,U111,4,ES,ES4,ES42,ES425,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
28301756,Yes,,,,,7.3,7.88,13.81,9.9,27,35.7,1.2,218.4,56,B12,U111,3,ES,ES6,ES61,ES615,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
30541984,Yes,,,,,7.5,7.81,24.1,8.4,9,7.7,1,242.1,520,F40,U112,3,ES,ES4,ES42,ES425,OTHER BARE SOIL,Fallow land
31561952,Yes,,,,,7.7,8.15,19.68,14.3,530,9.6,1,325.8,673,F40,U112,1,ES,ES4,ES42,ES425,OTHER BARE SOIL,Fallow land
31381934,Yes,,,,,7.7,8.14,15.85,3.9,384,14.1,0.9,81.6,731,F40,U112,2,ES,ES4,ES42,ES425,OTHER BARE SOIL,Fallow land
31501930,Yes,,,,,7.7,8.17,15.52,10.9,389,16.2,0.9,263.8,704,B13,U111,1,ES,ES4,ES42,ES425,Barley,Agriculture (excluding fallow land and kitchen gardens)
31361940,Yes,,,,,7.7,8.18,16.33,3.7,646,11.9,0.8,122.7,711,F40,U112,1,ES,ES4,ES42,ES425,OTHER BARE SOIL,Fallow land
31301938,Yes,,,,,7.7,8.15,12.13,7.5,28,15,1.1,253.2,767,B74,U111,3,ES,ES4,ES42,ES425,Nuts trees,Agriculture (excluding fallow land and kitchen gardens)
31441936,Yes,,,,,7.8,8.17,16.09,15.2,196,11,1.1,423.3,713,F40,U112,1,ES,ES4,ES42,ES425,OTHER BARE SOIL,Fallow land
33722190,Yes,,,,,8.1,8.45,156.1,10.3,371,8.6,1,158.2,286,F40,U112,1,ES,ES2,ES22,ES220,OTHER BARE SOIL,Fallow land
33382110,Yes,,,,,7.5,8.1,20.1,9.6,164,14.5,1,217,697,E30,U112,1,ES,ES2,ES24,ES243,Spontaneously re-vegetated surfaces,Fallow land
33902172,Yes,,,,,7.4,7.82,39,23.5,569,36.2,2.7,107.2,324,B16,U111,2,ES,ES2,ES24,ES243,Maize,Agriculture (excluding fallow land and kitchen gardens)
33762184,Yes,,,,,7.7,8.14,17.33,17.8,234,35.4,1.6,237.7,438,B11,U111,2,ES,ES2,ES22,ES220,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33782182,Yes,,,,,7.7,8.26,22.8,11.9,646,0,1.6,305.4,431,D20,U420,1,ES,ES2,ES22,ES220,Shrubland without tree cover,Semi-natural and natural areas not in use
33822186,Yes,,,,,7.8,8.22,54.2,13.6,468,4.5,1.4,177.3,357,F40,U112,1,ES,ES2,ES24,ES243,OTHER BARE SOIL,Fallow land
33882200,Yes,,,,,7.5,7.9,34.4,17.3,378,38,1.8,146.7,399,B11,U111,2,ES,ES2,ES24,ES243,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33922200,Yes,,,,,7.5,8.01,25.7,14.1,368,24.8,1.5,205.6,433,B13,U111,1,ES,ES2,ES24,ES243,Barley,Agriculture (excluding fallow land and kitchen gardens)
33702188,Yes,,,,,7.8,7.89,291,3.3,433,0,0.6,123.3,303,B13,U111,1,ES,ES2,ES22,ES220,Barley,Agriculture (excluding fallow land and kitchen gardens)
33902190,Yes,,,,,7.4,7.8,48.8,14.2,388,40.6,2.1,104.2,360,B52,U111,1,ES,ES2,ES24,ES243,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
33842210,Yes,,,,,7.2,7.37,105.3,33.6,415,127,4.2,312.7,376,B55,U111,1,ES,ES2,ES22,ES220,Temporary grassland,Agriculture (excluding fallow land and kitchen gardens)
34082226,Yes,,,,,7.5,7.9,28.4,13.9,336,23,1.4,157.6,607,B13,U111,1,ES,ES2,ES24,ES243,Barley,Agriculture (excluding fallow land and kitchen gardens)
34502224,Yes,,,,,7,7.24,58.1,29.2,57,62.8,3.5,699.5,772,E20,U410,1,ES,ES2,ES24,ES241,Grassland without tree/shrub cover,Abandoned areas
34142224,Yes,,,,,7.4,7.73,34.9,17,166,29.9,2.3,217.7,715,B11,U111,2,ES,ES2,ES24,ES243,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
34262234,Yes,,,,,7.5,8.03,24.3,11.8,341,12.4,1.7,100,565,B11,U111,1,ES,ES2,ES24,ES243,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
32541924,Yes,,,,,7.6,8.05,19.7,11,478,25,1.2,265.4,880,F40,U112,2,ES,ES4,ES42,ES423,OTHER BARE SOIL,Fallow land
33842206,Yes,,,,,7.6,8.09,32.8,13.6,388,15.8,1.4,180.8,377,B13,U111,1,ES,ES2,ES22,ES220,Barley,Agriculture (excluding fallow land and kitchen gardens)
33882218,Yes,,,,,7.6,7.98,57,17.4,314,19.5,1.8,187.7,458,B13,U111,1,ES,ES2,ES22,ES220,Barley,Agriculture (excluding fallow land and kitchen gardens)
31602252,Yes,,,,,7.5,8.04,20,9.6,27,24.1,1.5,328.7,800,B31,U111,1,ES,ES4,ES41,ES412,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
34402178,Yes,,,,,7.3,7.65,50.2,12.2,412,20.5,1.3,289.9,424,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
34362178,Yes,,,,,7.4,7.82,37.8,13.3,352,48.7,1.6,250.4,418,B11,U111,1,ES,ES2,ES24,ES241,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
34362190,Yes,,,,,7.5,7.9,22.5,11.1,362,50,1.5,189.9,534,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
34482192,Yes,,,,,7.5,7.91,20.2,12.3,314,19.2,1.5,267.3,639,B13,U111,1,ES,ES2,ES24,ES241,Barley,Agriculture (excluding fallow land and kitchen gardens)
34162184,Yes,,,,,7.5,7.79,34.7,10.5,367,19.1,1.3,108.5,508,B13,U111,1,ES,ES2,ES24,ES243,Barley,Agriculture (excluding fallow land and kitchen gardens)
33922196,Yes,,,,,7.5,7.9,27.9,19.4,256,29.8,2.1,292.7,458,B11,U111,3,ES,ES2,ES24,ES243,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33942216,Yes,,,,,7.6,7.94,28.9,16.1,412,21,1.6,160.9,603,B13,U111,1,ES,ES2,ES24,ES243,Barley,Agriculture (excluding fallow land and kitchen gardens)
33322114,Yes,,,,,7.4,7.86,29.9,17.3,82,22.7,2.1,313.1,723,F40,U112,1,ES,ES2,ES24,ES243,OTHER BARE SOIL,Fallow land
33842218,Yes,,,,,7.6,8,21.8,10.7,411,14.2,1.5,143,400,B11,U111,1,ES,ES2,ES22,ES220,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33962182,Yes,,,,,7.7,7.94,32.9,9,291,24.5,1.5,191.9,330,B11,U111,2,ES,ES2,ES24,ES243,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33942180,Yes,,,,,7.5,7.76,47.1,15.2,407,50.1,2,308.2,311,B11,U111,1,ES,ES2,ES24,ES243,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
34022174,Yes,,,,,7.7,7.95,43.5,14.9,298,78.9,1.8,379.2,381,B16,U111,2,ES,ES2,ES24,ES243,Maize,Agriculture (excluding fallow land and kitchen gardens)
33862186,Yes,,,,,7.7,7.94,25,14.1,396,33.6,1.6,168.8,322,B16,U111,1,ES,ES2,ES24,ES243,Maize,Agriculture (excluding fallow land and kitchen gardens)
33862190,Yes,,,,,7.5,7.67,45,24.5,381,12.7,2.7,139.8,369,B11,U111,2,ES,ES2,ES24,ES243,Common wheat,Agriculture (excluding fallow land and kitchen gardens)
33962206,Yes,,,,,7.6,7.96,22.1,10.2,286,6.4,1.4,128.9,585,B12,U111,1,ES,ES2,ES24,ES243,Durum wheat,Agriculture (excluding fallow land and kitchen gardens)
32361906,Yes,,,,,7.6,8.32,10.64,2.8,18,9.1,0.3,111.7,723,E30,U112,2,ES,ES4,ES42,ES423,Spontaneously re-vegetated surfaces,Fallow land
34362226,Yes,,,,,6.4,6.69,14.83,17.6,1,24.5,1.8,191,644,B52,U111,1,ES,ES2,ES24,ES241,Lucerne,Agriculture (excluding fallow land and kitchen gardens)
32781920,Yes,,,,,7.7,8.17,16.06,10.6,312,20.2,0.8,359.8,814,B41,U111,1,ES,ES4,ES42,ES423,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
32181914,Yes,,,,,7.7,8.1,20.5,10.8,262,28,0.8,333.6,723,B82,U111,1,ES,ES4,ES42,ES423,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
32721928,Yes,,,,,7.6,8.12,17.9,10.6,222,12,0.7,220.6,829,B13,U111,3,ES,ES4,ES42,ES423,Barley,Agriculture (excluding fallow land and kitchen gardens)
32761930,Yes,,,,,7.5,7.94,24.1,6.1,33,21,0.6,327.7,840,B13,U111,1,ES,ES4,ES42,ES423,Barley,Agriculture (excluding fallow land and kitchen gardens)
32321928,Yes,,,,,7.6,7.7,249,17.6,104,8.3,1.5,444.8,807,B41,U111,1,ES,ES4,ES42,ES423,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
32941918,Yes,,,,,7.6,8,13.52,11,118,20.8,1.3,346.9,903,B13,U111,2,ES,ES4,ES42,ES423,Barley,Agriculture (excluding fallow land and kitchen gardens)
32601908,Yes,,,,,7.5,7.65,219,9.8,230,23.5,1.1,623.4,758,B31,U111,1,ES,ES4,ES42,ES423,Sunflower,Agriculture (excluding fallow land and kitchen gardens)
32521894,Yes,,,,,7.6,7.91,37.9,7.2,109,47.7,0.9,625.7,719,B82,U111,4,ES,ES4,ES42,ES423,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
32401912,Yes,,,,,7.7,8.11,15.78,11,168,12.4,1,232.2,758,F40,U112,1,ES,ES4,ES42,ES423,OTHER BARE SOIL,Fallow land
33141890,Yes,,,,,7.9,8.52,13.7,3.9,329,0,0.3,59,774,B82,U111,1,ES,ES4,ES42,ES423,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
32681896,Yes,,,,,7.6,7.96,19.34,12.3,29,10.6,1.4,588.6,745,B41,U111,2,ES,ES4,ES42,ES423,Dry pulses,Agriculture (excluding fallow land and kitchen gardens)
32961880,Yes,,,,,7.8,8.22,12.1,4.8,33,13.4,0.6,263.9,714,B82,U111,2,ES,ES4,ES42,ES421,Vineyards,Agriculture (excluding fallow land and kitchen gardens)
33081892,Yes,,,,,7.5,8.03,18.63,12.5,415,24.6,1,512.1,743,E30,U112,1,ES,ES4,ES42,ES423,Spontaneously re-vegetated surfaces,Fallow land
30381978,Yes,,,,,7.7,8.23,14.87,14.5,123,5,0.8,115.4,560,E30,U111,1,ES,ES4,ES42,ES425,Spontaneously re-vegetated surfaces,Agriculture (excluding fallow land and kitchen gardens)
32521900,Yes,,,,,7.7,8.21,16.01,8.1,110,18.8,0.8,298.9,726,B81,U111,4,ES,ES4,ES42,ES423,Olive groves,Agriculture (excluding fallow land and kitchen gardens)
