POINT_ID,SURVEY_SOIL_ORG_CULTIVATED,SURVEY_SOIL_ORG_DEPTH_P_CM,SURVEY_SOIL_ORG_DEPTH_N_CM,SURVEY_SOIL_ORG_DEPTH_E_CM,SURVEY_SOIL_ORG_DEPTH_S_CM,SURVEY_SOIL_ORG_DEPTH_W_CM,SURVEY_SOIL_ORG_DEPTH_P_40_CM,SURVEY_SOIL_ORG_DEPTH_N_40_CM,SURVEY_SOIL_ORG_DEPTH_E_40_CM,SURVEY_SOIL_ORG_DEPTH_S_40_CM,SURVEY_SOIL_ORG_DEPTH_W_40_CM,SURVEY_SOIL_ORG_TAKEN,SURVEY_SOIL_ORG_DEPTH_CANDO
48224112,2,13,17,14,,,,,,,,,1
48224908,2,8,10,,9,,,,,,,,1
48264548,2,12,8,12,11,9,,,,,,,1
48264638,2,,17,33,,18,1,,,1,,,1
48264962,2,,,,,,1,1,1,1,1,,1
48303040,2,15,35,,,14,,,,,,,1
48304588,2,20,26,18,12,20,,,,,,,1
48304692,2,11,13,,12,,,,,,,,1
48344622,2,8,16,,4,,,,,,,,1
48344646,2,13,15,,11,,,,,,,,1
48364684,2,4,5,,7,,,,,,,,1
48364990,2,14,9,,14,,,,,,,,1
48404692,2,6,14,,18,,,,,,,,1
48404886,2,7,8,,6,,,,,,,,1
48424582,2,,,,,,1,1,1,1,1,,1
48443000,2,11,,,11,12,,,,,,,1
48444854,2,7,7,,7,,,,,,,,1
48464702,2,13,14,,16,,,,,,,,1
48464972,2,,,,,,1,1,1,1,1,,1
48524758,2,16,13,,10,,,,,,,,1
48524838,2,28,18,,39,,,,,,,,1
48524898,2,,,,,,1,1,,1,,,1
48544698,2,8,7,,9,,,,,,,,1
48544798,2,5,5,,6,,,,,,,,1
48544816,2,,,,,,1,1,,1,,,1
48544950,2,8,15,,12,,,,,,,,1
48564930,2,,,,,,1,1,,1,,,1
48565074,2,,,,25,,1,1,,,,,1
48584620,2,4,6,,27,,,,,,,,1
48604654,2,,,,,,1,1,,1,,,1
48623348,2,32,35,33,34,32,,,,,,,1
48644630,2,,,,,,1,1,,1,,,1
48644756,2,15,14,,25,,,,,,,,1
48664768,2,20,21,,33,,,,,,,,1
48664796,2,11,9,,6,,,,,,,,1
48704820,2,20,20,,15,,,,,,,,1
48704956,2,,,,,,1,1,,1,,,1
48724636,2,,,,,,1,1,,1,,,1
48724996,2,,,,,,1,1,1,1,1,,1
48743116,2,15,20,,17,,,,,,,,1
48784936,2,,,,,,1,1,1,1,1,,1
48865014,2,8,11,,6,,,,,,,,1
48924916,2,,,,,,1,1,,1,,,1
49004900,2,5,7,,6,,,,,,,,1
49024904,2,,,,,,1,1,,1,,,1
49064488,2,21,18,,23,,,,,,,,1
49064982,2,,,,,,1,1,,1,,,1
49104966,2,8,9,,7,,,,,,,,1
49144846,2,12,20,17,10,25,,,,,,,1
49144936,2,,,,,,1,1,,1,,,1
49164932,2,5,3,,2,,,,,,,,1
49183244,1,30,30,20,25,35,,,,,,,1
49204444,1,,,,,,1,1,,1,,,1
49204796,2,10,8,,,41,,,,,0,,1
49243210,2,18,25,,16,,,,,,,,1
49244874,2,27,17,,23,,,,,,,,1
49284862,2,1,5,,7,,,,,,,,1
49284876,2,2,1,,4,,,,,,,,1
49324888,2,4,2,,1,,,,,,,,1
49344436,2,35,30,,30,,,,,,,,1
49344890,2,,,,,,1,1,,1,,,1
49384534,2,10,17,,16,,,,,,,,1
49384832,2,,,,,,1,1,,1,,,1
49404266,1,13,11,,13,,,,,,,,1
49423254,1,38,37,,39,,,,,,,,1
49423480,1,27,19,,15,,,,,,,,1
49424542,2,23,26,,16,,,,,,,,1
49424820,2,,,,35,,1,1,,,,,1
49424830,2,,,,,,1,1,,1,,,1
49444528,2,27,36,,33,,,,,,,,1
49444846,2,3,5,,14,,,,,,,,1
49464498,2,,,,,,1,1,,1,,,1
49464876,2,15,13,,12,,,,,,,,1
49484292,2,7,7,,7,,,,,,,,1
49484508,2,,,,,,1,1,,1,,,1
49504810,2,,,,,,1,1,,1,0,,1
49522970,2,20,20,,,15,,,,,,,1
49524278,1,5,,5,,3,,,,,,,1
49524418,2,10,5,,10,,,,,,,,1
49524584,2,22,25,,22,,,,,,,,1
49565214,2,18,8,,10,,,,,,,,1
49604542,2,,,,,,1,1,0,1,0,,1
49604884,1,,,,,,1,1,,1,,,1
49624302,1,29,27,26,,,,,,,,,1
49644300,2,20,,,,,,,,,,,1
49664350,1,,,,,,1,1,,1,,,1
49664530,2,18,18,,15,,,,,,,,1
49664566,2,30,30,,25,,,,,,,,1
49684306,2,,,24,,,0,,,,,,1
49684522,2,23,23,,19,,,,,,,,1
49684564,1,30,26,,30,,,,,,,,1
49684592,2,19,22,,18,,,,,,,,1
49704256,2,3,10,3,,,,,,,,,1
49724528,1,34,22,,26,,,,,,,,1
49744314,2,,,,,,1,,1,,1,,1
49744332,2,15,15,15,15,15,,,,,,,1
49744598,2,17,14,,14,,,,,,,,1
49763448,2,,,,,,1,1,,1,,,1
49764590,1,14,17,,19,,,,,,,,1
49782678,1,5,,5,5,,,,,,,,1
49784244,2,24,23,,24,,,,,,,,1
49784290,2,,,30,27,,,,,,,,1
49784460,2,16,23,,10,,,,,,,,1
49822900,2,10,5,5,7,10,,,,,,,1
49824264,2,21,,,,,,0,,0,,,1
49824430,2,34,,31,,42,,,,,0,,1
49844400,2,,,,,,1,1,,1,,,1
49844512,2,19,26,,27,,,,,,,,1
49844598,2,,,,,,1,1,1,,,,1
49862930,2,20,20,15,20,20,,,,,,,1
49883468,2,,,,,,1,1,,1,,,1
49884544,2,18,10,,18,,,,,,,,1
49904342,2,8,12,,9,,0,0,,0,0,,1
49924350,2,8,20,,5,,,,,,,,1
49964200,2,8,9,,6,,,,,,,,1
49964622,2,,,,,,1,,,1,1,,1
49964636,2,31,,33,,40,,,,,0,,1
49984456,2,,,,,,1,1,1,,,,1
50004552,2,35,38,35,,,,,,,,,1
50024562,1,,,,,,1,1,,1,,,1
50024584,2,,,,,,1,1,,1,,,1
50024598,2,40,40,,38,,,,,,,,1
50024652,2,20,17,,,8,,,,,,,1
50044612,2,,,,,,1,1,,1,,,1
50044630,2,32,20,34,,,,,,,,,1
50044640,1,28,21,26,,,,,,,,,1
50063396,2,,,,,,1,1,,1,,,1
50064428,2,18,22,,21,,,,,,,,1
50064620,2,,,,,,1,1,,1,,,1
50083792,2,21,37,,,31,,,,,,,1
50084338,1,1,1,,1,,,,,,,,1
50104670,2,27,23,,28,,,,,,,,1
50123124,2,16,14,,16,,,,,,,,1
50144226,2,15,14,15,15,20,,,,,,,1
50164564,2,,,,,,1,1,,1,,,1
50164594,1,32,32,,33,,,,,,,,1
50164954,2,3,18,,5,,,,0,,0,,1
50224522,2,,,,,,1,1,,1,,,1
50224612,2,26,22,,23,,,,,,,,1
50244248,2,13,5,,30,,,,,,,,1
50244500,2,10,10,34,11,9,,,,,,,1
50244544,1,,,,,,1,1,,1,,,1
50244572,2,,,,,,1,1,,1,,,1
50265008,2,15,25,,11,,,,,,,,1
50283482,2,5,7,,8,,,,,,,,1
50284436,2,9,8,,9,,,,,,,,1
50284502,1,0,0,,0,,,,,,,,1
50284508,2,12,9,,9,,,,,,,,1
50284620,2,27,40,,24,,,0,,,,,1
50324178,2,10,7,7,10,,,,,,,,1
50324538,2,30,34,,20,,,,,,,,1
50324550,2,,,,,,1,1,1,1,1,,1
50324560,2,,,,,,1,1,1,1,1,,1
50343746,2,,,,,,1,1,0,1,0,,1
50343782,2,11,6,,15,,,,,,,,1
50343800,2,,,,,,1,1,1,,,,1
50345050,2,18,41,,41,,,0,0,0,,,1
50362590,2,40,,,,,0,,,,0,,1
50364606,1,1,1,,1,,,,,0,,,1
50364678,2,,,,,,1,1,1,0,,,1
50364808,2,40,36,,39,,,,,,,,1
50383432,2,13,13,,13,,,,,,,,1
50384652,2,10,4,18,,,,,,,,,1
50424278,2,23,22,,27,,,,,,,,1
50424544,2,,,,,,1,0,1,1,,,1
50444180,2,23,23,,23,,,,,,,,1
50444630,2,14,40,,8,,,0,,,,,1
50464192,2,7,,5,,12,,,,,,,1
50464624,2,18,25,,19,,,,,,,,1
50464688,2,,,,,,1,0,1,1,,,1
50464692,1,,,,,,1,1,,1,,,1
50484402,2,9,6,,6,,,,,,,,1
50484438,2,,29,,18,,1,,,,,,1
50484564,2,,,,,,1,0,,1,1,,1
50484654,2,,,,,,1,1,,1,,,1
50503900,2,12,20,,13,,,,,,,,1
50524420,2,,,,,,1,1,,1,,,1
50524662,1,,,,,,1,1,,1,,,1
50544448,2,35,41,,41,,,0,,0,,,1
50544534,2,,,,,,1,1,,1,,,1
50564638,2,3,,25,10,,,,,,,,1
50584618,1,1,1,,1,,0,0,,0,,,1
50604436,2,11,,,10,20,0,,,0,0,,1
50604518,2,15,,19,,13,,,,,,,1
50604656,2,19,16,30,,,,,,,,,1
50604770,2,25,27,,19,,,,,,,,1
50604976,2,,,,,,1,1,,1,,,1
50624702,1,18,19,,19,,,,,,,,1
50643400,2,,,,,,1,1,,1,,,1
50644764,2,30,35,,39,,,,,,,,1
50664600,2,40,40,,35,,,0,,,,,1
50664618,2,21,5,,12,,,,,,,,1
50683798,2,32,27,,24,,,,,,,,1
50684628,2,,,,,,1,1,,1,,,1
50724214,2,11,9,9,,,,,,,,,1
50724246,2,11,15,,15,,,,,,,,1
50724286,2,25,,,,,,,,,,,1
50724376,2,,,,,,,1,1,,,,1
50744220,2,26,25,12,,,,,,,,,1
50744296,2,,,,,,,,1,,,,1
50744692,2,29,13,,30,,,,,,,,1
50744728,2,13,1,,,12,,,,,,,1
50764612,1,25,30,,28,,,,,,,,1
50784626,2,11,11,,18,,,,,,,,1
50784800,2,25,25,,9,,,,,,,,1
50804270,2,,,,,,1,1,,1,,,1
50824170,2,5,5,,6,,,,,,,,1
50843358,1,,,,,,1,1,,1,,,1
50844186,2,20,12,,,20,,,,,,,1
50844708,2,23,2,,15,,,,,,,,1
50864196,2,7,,,11,12,,,,,,,1
50864388,2,16,15,,12,,,,,,,,1
50864658,2,11,10,,30,,,,,,,,1
50904246,2,11,,20,,15,,,,,,,1
50904714,2,,,,,,1,1,,1,,,1
50924310,2,5,6,,7,,,,,,,,1
50924566,1,,,,,,1,1,,1,,,1
50924764,2,5,5,,3,,,,,,,,1
50944648,2,1,16,,,18,,,,,,,1
50963718,1,,,,,,1,1,,1,,,1
50964832,2,,,,,,1,1,,1,,,1
50983316,2,30,30,,30,,,,,,,,1
51004246,2,23,25,,25,,,,,,,,1
51004598,2,,,,,,1,1,0,1,0,,1
51004710,2,13,15,,18,,,,,,,,1
51004732,2,,,,,,1,1,,1,,,1
51004742,2,,,,,,1,1,,1,,,1
51024708,2,,,,,,1,1,,1,,,1
51044200,2,6,9,,8,,,,,,,,1
51044218,2,5,8,,5,,,,,,,,1
51044344,2,9,7,,8,,,,,,,,1
51044692,1,,,,,,1,1,,1,,,1
51044754,2,8,5,,1,,,,,,,,1
51044766,2,8,19,,20,,,,,,,,1
51064330,2,6,5,,6,,,,,,,,1
51084772,2,,,,,,1,0,,1,1,,1
51103642,2,8,11,,14,,,,,,,,1
51103668,1,35,25,,30,,,,,,,,1
51104260,1,10,10,,10,,,,,,,,1
51104512,2,14,19,,16,,,,,,,,1
51104602,2,26,25,,25,,,,,,,,1
51104620,2,,,,10,,1,1,,0,,,1
51124738,2,,,,,,1,1,,1,,,1
51144410,2,27,,41,16,,,0,0,,,,1
51144536,2,,,,,,1,1,,,1,,1
51163280,2,10,10,10,10,10,,,,,,,1
51164450,2,,,,,,1,0,,1,1,,1
51184260,2,7,,6,,7,,,,,,,1
51184746,2,,,,,,1,1,,1,,,1
51224358,2,7,,10,,9,,,,,,,1
51224484,2,8,9,,12,,,,,,,,1
51244204,2,7,4,,8,,,,,,,,1
51244306,2,15,,,41,25,,,,0,,,1
51244342,2,20,15,10,20,20,,,,,,,1
51264012,2,37,35,,34,,0,,,0,,,1
51264520,2,29,11,,30,,,,,,,,1
51264588,2,16,21,,17,,,,,,,,1
51264736,2,,,,,,1,1,,1,,,1
51284710,2,18,24,,25,,,,,,,,1
51324788,2,,,,,,1,1,,1,,,1
51344618,1,18,18,18,,18,,,,,,,1
51344666,2,23,20,,40,,,,,,,,1
51364282,2,1,5,20,20,35,,,,,,,1
51364706,1,,,,,,1,1,,1,,,1
51364724,2,,,,,,1,1,,1,,,1
51403440,1,,,,,,1,0,,0,0,,1
51404250,2,19,13,,13,,,,,,,,1
51404766,2,,,,,,1,1,,1,,,1
51423746,2,18,20,,13,,,,,,,,1
51424546,2,17,15,,20,,,,,,,,1
51424726,2,15,17,,1,,,,,,,,1
51444480,2,,,,,,0,1,0,1,1,,1
51483406,1,,,,,,1,1,1,1,1,,1
51484576,2,18,17,,20,,,,,,,,1
51503414,1,,,,,,1,1,0,1,0,,1
51524072,2,,,,,,1,1,0,1,,,1
51524306,2,3,,,2,2,,,,,,,1
51524558,2,15,20,,13,,,,,,,,1
51544350,2,5,15,,15,,,,,,,,1
51544512,2,7,9,,12,,,,,,,,1
51544728,2,33,21,,22,,,,,,,,1
51564222,2,8,16,,18,,,,,,,,1
51584250,2,,,,9,,1,1,,,,,1
51584602,2,22,30,,30,,,,,,,,1
51584736,2,18,22,,22,,,,,,,,1
51603714,2,,,,,,1,1,,1,,,1
51623490,1,8,8,8,8,8,,,,,,,1
51624808,2,34,23,,30,,,,,,,,1
51643122,2,10,11,,9,,,,,,,,1
51644130,2,25,38,,32,,,,,,,,1
51644404,2,37,25,,,22,,,,,,,1
51644458,2,10,,,8,7,,,,,,,1
51644526,2,14,13,,13,,,,,,,,1
51644548,2,,,,,,1,1,,1,,,1
51644724,2,12,,13,,17,,,,,,,1
51663832,2,,,,,,1,1,,1,,,1
51664234,2,16,,10,10,,,,,,,,1
51664288,2,2,2,,3,,,,,,,,1
51664756,2,6,7,,7,,,,,,,,1
51683234,2,55,55,,55,,0,0,,0,,,1
51684368,2,26,26,,26,,,,,,,,1
51724004,2,8,10,,6,,,,,,,,1
51724242,2,34,,,8,17,,,,,,,1
51724638,1,30,30,,30,,,,,,,,1
51744852,2,20,25,12,14,23,,,,,,,1
51763582,2,,,,,,1,1,,1,,,1
51764034,2,,,,,,1,1,,1,,,1
51764124,1,,,,,,1,1,,1,,,1
51764578,2,20,13,,10,,,,,,,,1
51783832,2,,,,,,1,1,,1,0,,1
51784294,2,20,16,20,13,20,,,,,,,1
51824584,2,22,15,,18,,,,,,,,1
51843982,2,8,8,,22,,,,,,,,1
51844252,2,17,20,,12,,,,,,,,1
51844828,2,38,41,25,41,41,,0,,0,0,,1
51883828,2,,35,,35,,1,,,,,,1
51904292,2,13,25,,19,,,,,,,,1
51924780,2,6,8,,8,,,,,,,,1
51943950,2,26,23,,24,,,,,,,,1
51944074,1,14,20,,18,,,,,,,,1
51944092,2,,,,,,1,1,,1,,,1
51944110,2,,,,,,1,1,1,,,,1
51944430,2,7,5,13,,,,,,,,,1
51963988,2,,,,,,1,1,,1,,,1
51964006,2,,,,,,1,1,,1,,,1
51984534,2,10,3,,10,,,,,,,,1
52004440,2,40,,,5,10,,0,0,,,,1
52024846,2,13,13,10,10,9,,,,,,,1
52043826,2,,,,,,1,,1,1,,,1
52044278,2,24,15,,3,,,,,,,,1
52044292,2,9,6,,4,,,,,,,,1
52044374,2,,10,7,16,,,,,,,,1
52064522,2,,,,,,1,1,,1,,,1
52064576,2,7,15,9,,,,,,0,,,1
52064590,1,1,1,,1,,,,,,,,1
52083230,2,,,,,,1,,,,,,1
52084098,2,,,,,,1,1,,1,,,1
52124064,2,23,26,,31,,,,,,,,1
52124682,2,,,,,,1,1,1,1,1,,1
52124730,2,10,14,,13,,,,,,,,1
52124784,2,15,18,13,8,19,,,,,,,1
52144060,2,,,,,,1,1,,1,,,1
52144546,2,20,18,25,20,16,,,,,,,1
52144852,2,,,,,,1,1,1,1,1,,1
52163682,2,,,,,,1,1,,1,,,1
52164480,2,,,28,,,1,,,1,,,1
52164840,2,30,35,30,32,30,,,,,,,1
52184256,2,,35,,21,,1,,,,,,1
52204108,2,,,,,,1,,1,1,,,1
52224296,2,,31,,40,,1,,,,,,1
52224392,2,13,10,14,,,,,,,,,1
52224410,2,17,,25,18,,,,,,,,1
52224440,2,19,18,18,,,,,,,,,1
52224544,2,15,17,18,17,19,,,,,,,1
52224688,2,20,10,,,10,,,,,,,1
52243816,2,13,23,,15,,,,,,,,1
52244648,2,,,,,,1,1,,1,,,1
52264066,2,35,32,45,,,,,0,,,,1
52264408,2,6,,,23,12,,,,,,,1
52264728,2,,,,,,1,1,,1,,,1
52283948,2,,,,,,1,1,1,,,,1
52284438,2,20,,,40,40,,,,0,0,,1
52284564,2,15,20,,15,,,,,,,,1
52284582,2,30,25,,20,,,,,,,,1
52304502,2,19,,,16,18,0,,,0,,,1
52304776,2,23,15,16,20,15,,,,,,,1
52323822,2,,,,,,1,1,,1,,,1
52324366,2,,,,,,1,1,1,,,,1
52343772,2,,38,,,,1,,,1,,,1
52344462,2,10,8,,8,,,,,,,,1
52344790,2,,,,,,1,1,1,1,1,,1
52403700,2,,,,,,1,1,,1,,,1
52404076,2,,,,,,,1,1,1,,,1
52404386,2,16,15,,12,,,,,,,,1
52423856,2,20,18,,,21,,,,,,,1
52424756,2,,,38,,,1,1,,,,,1
52444710,2,20,22,,35,,,,,,,,1
52444746,2,15,18,,25,,,,,,,,1
52464474,2,6,7,5,8,6,,,,,,,1
52464546,2,4,4,4,,,,,,,,,1
52464744,2,30,,27,,35,,,,0,,,1
52483152,1,,,,,,1,1,,1,,,1
52483720,2,,,,,,1,1,,1,,,1
52484034,2,30,22,,45,,,,,0,,,1
52484272,2,,,,,,1,1,,1,,,1
52484448,2,8,9,,9,,,,,,,,1
52484488,2,,,,,,1,,1,,1,,1
52484556,2,9,17,,14,,,,,,,,1
52524588,2,18,12,,18,,,,,,,,1
52544508,2,25,,13,5,30,,0,,,,,1
52604648,2,11,7,,13,,,,,,,,1
52624130,2,,,,,,1,1,1,,,,1
52624278,2,32,32,,34,,,,,,,,1
52624328,1,1,1,,1,,0,0,,0,,,1
52624724,2,12,11,,14,,,,,,,,1
52643988,2,,,,,,1,1,1,,,,1
52663792,2,,,,,,1,1,,1,,,1
52663878,2,,,,,,1,1,,1,,,1
52664676,2,14,26,,12,,,,,,,,1
52683580,1,,,,,,1,1,,1,,,1
52683796,2,27,25,,27,,,,,,,,1
52684054,2,31,,34,31,,,,,,,,1
52684456,2,16,10,,13,,,,,,,,1
52703664,2,37,35,,,,,,,,,,1
52723812,2,16,25,,20,,,,,,,,1
52724094,2,,,,,,1,1,1,,,,1
52724350,2,9,12,,5,,,,,,,,1
52744108,2,,25,,46,20,,,,,,,1
52744114,2,10,,,8,10,,,,,,,1
52744126,2,33,,30,,36,,,,,,,1
52764058,2,,,,,,1,1,,1,,,1
52764680,2,9,10,,15,,,,,,,,1
52804044,2,,,,,,1,1,1,,,,1
52804544,2,,,,,,1,0,1,1,,,1
52823656,2,,,,,,1,1,,1,,,1
52824618,2,22,8,,15,,,,,,,,1
52824672,2,21,21,,25,,,,,,,,1
52903740,2,20,28,,25,,,,,,,,1
52903990,2,5,4,,5,,,,,,,,1
52904490,2,11,19,,12,,,,,,,,1
52924558,2,7,8,,13,,,,,,,,1
52924612,2,6,4,,8,,,,,,,,1
52944068,2,29,36,,41,,0,,,0,,,1
52944590,2,,,,,37,1,,1,,,,1
52963834,2,,,,,,1,1,,1,,,1
52964324,2,,,,,,1,1,,1,,,1
52984030,1,23,28,,26,,,,,,,,1
53003714,2,,,,,,1,1,,1,,,1
53004546,2,7,9,,8,,,,,,,,1
53023672,2,,,,,,1,1,,1,,,1
53024506,2,4,4,5,,,,,,,,,1
53044018,2,36,,,32,29,,,,,,,1
53044140,1,33,29,,37,,,,,,,,1
53063664,2,,,,,,1,1,,1,,,1
53064142,2,,,,,,1,1,,1,,,1
53064642,2,,,,,,1,1,1,1,1,,1
53084148,2,,,,,,1,1,0,1,,,1
53121718,1,,,,,,1,1,0,1,0,,1
53124130,2,29,37,20,,,,,,,,,1
53124644,2,20,20,,20,,,,,,,,1
53204560,2,14,8,,7,,,,,,,,1
53223988,2,10,,,10,12,,,,,,,1
53263876,2,15,11,,12,,,,,,,,1
53263920,2,,,,,,1,1,,1,,,1
53264382,2,,,,,,1,1,,1,,,1
53264616,2,8,8,,6,,,,,,,,1
53303934,2,,,,,,1,1,,1,,,1
53304598,2,10,9,,12,,,,,,,,1
53304626,2,10,14,19,10,15,,,,,,,1
53323834,2,,,,,,1,1,,1,,,1
53323928,2,,,,,,1,1,,1,,,1
53344166,2,27,,,31,37,,,,,,,1
53344408,2,30,6,,30,,,,,,,,1
53363876,2,15,,,20,21,,,,,,,1
53363894,2,8,,16,14,,,,,,,,1
53423808,2,,,,,,1,1,1,,,,1
53424498,2,8,7,,11,,,,,,,,1
53424516,1,0,0,,0,,,,,,,,1
53443776,2,,,,,,1,1,1,,,,1
53464576,2,,,12,12,10,,,,,,,1
53563806,2,,,,,,1,1,1,,,,1
53564484,2,,,,,,1,,1,,1,,1
53663898,2,14,12,,13,,,,,,,,1
53743906,2,,,,,,1,1,,1,,,1
53844580,2,8,6,,12,,,,,,,,1
53903832,2,,,,,,1,1,,,1,,1
53924550,2,30,28,,30,,,,,,,,1
53924556,2,,,,,,1,1,,1,,,1
53943854,2,,,,,,1,1,,1,,,1
54163794,2,,,,,,1,1,1,,,,1
54203812,2,,,,,,1,1,,1,,,1
54223834,2,,,,,,1,1,,1,,,1
54263840,2,,,,,,1,1,1,,,,1
54761846,2,19,16,,18,,,,,,,,1
55061782,2,20,15,,20,,,,,,,,1
